date,Country/Territory/Area,Total confirmed cases,Total deaths,Transmission classification,Days since last reported case,Total cases with travel history to China,Total cases with possible or confirmed transmission outside of China,Likely place of exposure: China,Likely place of exposure: Outside reporting country and outside China,Likely place of exposure: In reporting country,Total cases with site of transmission under investigation
2020/03/27,Egypt,495,24,Local transmission,0,,,,,,
2020/03/27,Bahrain,458,4,Local transmission,0,,,,,,
2020/03/27,Iraq,382,36,Local transmission,0,,,,,,
2020/03/27,Lebanon,368,6,Local transmission,0,,,,,,
2020/03/27,United Arab Emirates,333,2,Local transmission,1,,,,,,
2020/03/27,Morocco,275,10,Local transmission,0,,,,,,
2020/03/27,Jordan,212,0,Local transmission,0,,,,,,
2020/03/27,Kuwait,208,0,Local transmission,1,,,,,,
2020/03/27,Tunisia,197,5,Local transmission,0,,,,,,
2020/03/27,Oman,109,0,Local transmission,0,,,,,,
2020/03/27,Afghanistan,80,2,Local transmission,1,,,,,,
2020/03/27,Djibouti,12,0,Local transmission,1,,,,,,
2020/03/27,Syrian Arab Republic,5,0,Imported cases only,1,,,,,,
2020/03/27,Somalia,3,0,Imported cases only,0,,,,,,
2020/03/27,Sudan,3,1,Imported cases only,2,,,,,,
2020/03/27,Libya,1,0,Imported cases only,2,,,,,,
2020/03/27,occupied Palestinian territory,84,1,Local transmission,0,,,,,,
2020/03/27,United States of America,68334,991,Local transmission,0,,,,,,
2020/03/27,Canada,3555,35,Local transmission,0,,,,,,
2020/03/27,Brazil,2433,57,Local transmission,1,,,,,,
2020/03/27,Chile,1306,4,Local transmission,0,,,,,,
2020/03/27,Ecuador,1211,29,Local transmission,1,,,,,,
2020/03/27,Peru,580,9,Local transmission,0,,,,,,
2020/03/27,Panama,558,8,Local transmission,1,,,,,,
2020/03/27,Argentina,502,8,Local transmission,0,,,,,,
2020/03/27,Dominican Republic,488,10,Local transmission,0,,,,,,
2020/03/27,Mexico,478,5,Local transmission,1,,,,,,
2020/03/27,Colombia,470,4,Local transmission,1,,,,,,
2020/03/27,Uruguay,217,0,Imported cases only,1,,,,,,
2020/03/27,Costa Rica,201,2,Local transmission,1,,,,,,
2020/03/27,Venezuela (Bolivarian Republic of),91,0,Local transmission,1,,,,,,
2020/03/27,Cuba,67,1,Local transmission,0,,,,,,
2020/03/27,Trinidad and Tobago,61,1,Local transmission,0,,,,,,
2020/03/27,Honduras,52,1,Local transmission,1,,,,,,
2020/03/27,Paraguay,41,3,Local transmission,1,,,,,,
2020/03/27,Bolivia (Plurinational State of),39,0,Local transmission,1,,,,,,
2020/03/27,Jamaica,26,1,Local transmission,1,,,,,,
2020/03/27,Guatemala,24,1,Local transmission,1,,,,,,
2020/03/27,Barbados,18,0,Local transmission,2,,,,,,
2020/03/27,El Salvador,13,0,Imported cases only,1,,,,,,
2020/03/27,Dominica,11,0,Local transmission,0,,,,,,
2020/03/27,Haiti,8,0,Imported cases only,1,,,,,,
2020/03/27,Grenada,7,0,Local transmission,0,,,,,,
2020/03/27,Suriname,7,0,Imported cases only,1,,,,,,
2020/03/27,Bahamas,5,0,Local transmission,1,,,,,,
2020/03/27,Guyana,5,1,Local transmission,8,,,,,,
2020/03/27,Antigua and Barbuda,3,0,Imported cases only,2,,,,,,
2020/03/27,Saint Lucia,3,0,Imported cases only,3,,,,,,
2020/03/27,Belize,2,0,Local transmission,1,,,,,,
2020/03/27,Nicaragua,2,0,Imported cases only,5,,,,,,
2020/03/27,Saint Kitts and Nevis,2,0,Imported cases only,1,,,,,,
2020/03/27,Saint Vincent and the Grenadines,1,0,Imported cases only,14,,,,,,
2020/03/27,Guadeloupe,76,0,Imported cases only,1,,,,,,
2020/03/27,Martinique,66,1,Imported cases only,1,,,,,,
2020/03/27,Puerto Rico,64,2,Imported cases only,0,,,,,,
2020/03/27,French Guiana,28,0,Local transmission,1,,,,,,
2020/03/27,Aruba,19,0,Local transmission,1,,,,,,
2020/03/27,United States Virgin Islands,17,0,Imported cases only,3,,,,,,
2020/03/27,Saint Martin,11,0,Under investigation,1,,,,,,
2020/03/27,Cayman Islands,8,1,Imported cases only,1,,,,,,
2020/03/27,Bermuda,7,0,Local transmission,1,,,,,,
2020/03/27,Curaçao,7,1,Imported cases only,0,,,,,,
2020/03/27,Saint Barthélemy,3,0,Under investigation,11,,,,,,
2020/03/27,Anguilla,2,0,Local transmission,0,,,,,,
2020/03/27,British Virgin Islands,2,0,Imported cases only,0,,,,,,
2020/03/27,Montserrat,2,0,Imported cases only,1,,,,,,
2020/03/27,Sint Maarten,2,0,Imported cases only,3,,,,,,
2020/03/27,Turks and Caicos Islands,2,0,Imported cases only,0,,,,,,
2020/03/27,South Africa,927,0,Local transmission,0,,,,,,
2020/03/27,Algeria,305,21,Local transmission,0,,,,,,
2020/03/27,Burkina Faso,146,3,Local transmission,1,,,,,,
2020/03/27,Ghana,132,3,Local transmission,0,,,,,,
2020/03/27,Senegal,105,0,Local transmission,0,,,,,,
2020/03/27,Mauritius,81,2,Imported cases only,0,,,,,,
2020/03/27,Côte d’Ivoire,80,0,Imported cases only,1,,,,,,
2020/03/27,Cameroon,75,1,Local transmission,0,,,,,,
2020/03/27,Nigeria,65,1,Local transmission,0,,,,,,
2020/03/27,Democratic Republic of the Congo,54,4,Local transmission,0,,,,,,
2020/03/27,Rwanda,50,0,Local transmission,0,,,,,,
2020/03/27,Kenya,25,1,Local transmission,2,,,,,,
2020/03/27,Madagascar,24,0,Imported cases only,0,,,,,,
2020/03/27,Togo,24,0,Imported cases only,0,,,,,,
2020/03/27,Uganda,14,0,Imported cases only,1,,,,,,
2020/03/27,United Republic of Tanzania,13,0,Imported cases only,1,,,,,,
2020/03/27,Ethiopia,12,0,Imported cases only,2,,,,,,
2020/03/27,Niger,10,1,Imported cases only,0,,,,,,
2020/03/27,Namibia,8,0,Imported cases only,0,,,,,,
2020/03/27,Seychelles,7,0,Imported cases only,5,,,,,,
2020/03/27,Benin,6,0,Imported cases only,0,,,,,,
2020/03/27,Equatorial Guinea,6,0,Imported cases only,5,,,,,,
2020/03/27,Eritrea,6,0,Imported cases only,0,,,,,,
2020/03/27,Eswatini,6,0,Imported cases only,0,,,,,,
2020/03/27,Gabon,6,1,Imported cases only,4,,,,,,
2020/03/27,Central African Republic,5,0,Imported cases only,1,,,,,,
2020/03/27,Chad,5,0,Imported cases only,0,,,,,,
2020/03/27,Guinea,5,0,Imported cases only,0,,,,,,
2020/03/27,Mozambique,5,0,Local transmission,1,,,,,,
2020/03/27,Congo,4,0,Imported cases only,5,,,,,,
2020/03/27,Cabo Verde,3,0,Imported cases only,5,,,,,,
2020/03/27,Liberia,3,0,Local transmission,5,,,,,,
2020/03/27,Mauritania,3,0,Imported cases only,0,,,,,,
2020/03/27,Zambia,3,0,Imported cases only,4,,,,,,
2020/03/27,Zimbabwe,3,1,Imported cases only,0,,,,,,
2020/03/27,Angola,2,0,Imported cases only,5,,,,,,
2020/03/27,Gambia,2,0,Imported cases only,2,,,,,,
2020/03/27,Guinea-Bissau,2,0,Imported cases only,1,,,,,,
2020/03/27,Mali,2,0,Imported cases only,1,,,,,,
2020/03/27,Réunion,135,0,Local transmission,0,,,,,,
2020/03/27,Mayotte,50,0,Local transmission,0,,,,,,
2020/03/27,International conveyance (Diamond Princess),712,7,Local transmission,11,,,,,,
2020/03/28,Republic of Korea,9478,144,Local transmission,0,,,,,,
2020/03/28,Australia,3635,14,Local transmission,0,,,,,,
2020/03/28,Malaysia,2161,26,Local transmission,0,,,,,,
2020/03/28,Japan,1499,49,Local transmission,0,,,,,,
2020/03/28,Philippines,803,54,Local transmission,0,,,,,,
2020/03/28,Singapore,732,2,Local transmission,0,,,,,,
2020/03/28,New Zealand,416,0,Local transmission,0,,,,,,
2020/03/28,Viet Nam,169,0,Local transmission,0,,,,,,
2020/03/28,Brunei Darussalam,115,1,Local transmission,0,,,,,,
2020/03/28,Cambodia,104,0,Local transmission,0,,,,,,
2020/03/28,Mongolia,12,0,Imported cases only,0,,,,,,
2020/03/28,Lao People's Democratic Republic,6,0,Local transmission,1,,,,,,
2020/03/28,Fiji,5,0,Local transmission,2,,,,,,
2020/03/28,Papua New Guinea,1,0,Imported cases only,7,,,,,,
2020/03/28,Guam,51,1,Local transmission,0,,,,,,
2020/03/28,French Polynesia,30,0,Local transmission,1,,,,,,
2020/03/28,New Caledonia,15,0,Local transmission,0,,,,,,
2020/03/28,Italy,86498,9136,Local transmission,0,,,,,,
2020/03/28,Spain,64059,4858,Local transmission,0,,,,,,
2020/03/28,Germany,48582,325,Local transmission,0,,,,,,
2020/03/28,France,32542,1992,Local transmission,0,,,,,,
2020/03/28,The United Kingdom,14547,759,Local transmission,0,,,,,,
2020/03/28,Switzerland,12104,197,Local transmission,0,,,,,,
2020/03/28,Netherlands,8603,546,Local transmission,0,,,,,,
2020/03/28,Austria,7697,68,Local transmission,0,,,,,,
2020/03/28,Belgium,7284,289,Local transmission,0,,,,,,
2020/03/28,Turkey,5698,92,Local transmission,0,,,,,,
2020/03/28,Portugal,4268,76,Local transmission,0,,,,,,
2020/03/28,Norway,3581,16,Local transmission,0,,,,,,
2020/03/28,Israel,3460,12,Local transmission,0,,,,,,
2020/03/28,Sweden,3046,92,Local transmission,0,,,,,,
2020/03/28,Czechia,2279,9,Local transmission,0,,,,,,
2020/03/28,Ireland,2121,22,Local transmission,0,,,,,,
2020/03/28,Denmark,2046,52,Local transmission,0,,,,,,
2020/03/28,Luxembourg,1605,15,Local transmission,0,,,,,,
2020/03/28,Poland,1389,16,Local transmission,0,,,,,,
2020/03/28,Romania,1292,24,Local transmission,0,,,,,,
2020/03/28,Russian Federation,1264,4,Local transmission,0,,,,,,
2020/03/28,Finland,1025,7,Local transmission,0,,,,,,
2020/03/28,Greece,966,28,Local transmission,0,,,,,,
2020/03/28,Iceland,890,2,Local transmission,0,,,,,,
2020/03/28,Slovenia,632,9,Local transmission,0,,,,,,
2020/03/28,Croatia,586,3,Local transmission,0,,,,,,
2020/03/28,Estonia,575,1,Local transmission,0,,,,,,
2020/03/28,Serbia,528,7,Local transmission,0,,,,,,
2020/03/28,Armenia,372,1,Local transmission,0,,,,,,
2020/03/28,Lithuania,358,5,Local transmission,0,,,,,,
2020/03/28,Hungary,343,11,Local transmission,0,,,,,,
2020/03/28,Ukraine,311,8,Local transmission,0,,,,,,
2020/03/28,Slovakia,295,0,Local transmission,0,,,,,,
2020/03/28,Bulgaria,293,3,Local transmission,0,,,,,,
2020/03/28,Andorra,289,3,Local transmission,0,,,,,,
2020/03/28,Latvia,280,0,Local transmission,0,,,,,,
2020/03/28,Bosnia and Herzegovina,233,4,Local transmission,0,,,,,,
2020/03/28,San Marino,228,21,Local transmission,0,,,,,,
2020/03/28,North Macedonia,219,3,Local transmission,0,,,,,,
2020/03/28,Kazakhstan,204,1,Imported cases only,0,,,,,,
2020/03/28,Republic of Moldova,199,2,Local transmission,0,,,,,,
2020/03/28,Albania,197,9,Local transmission,0,,,,,,
2020/03/28,Cyprus,162,5,Local transmission,0,,,,,,
2020/03/28,Azerbaijan,147,3,Local transmission,0,,,,,,
2020/03/28,Malta,139,0,Local transmission,0,,,,,,
2020/03/28,Uzbekistan,104,1,Local transmission,0,,,,,,
2020/03/28,Belarus,94,0,Local transmission,0,,,,,,
2020/03/28,Georgia,85,0,Local transmission,0,,,,,,
2020/03/28,Montenegro,70,1,Local transmission,0,,,,,,
2020/03/28,Liechtenstein,60,0,Imported cases only,0,,,,,,
2020/03/28,Kyrgyzstan,58,0,Local transmission,1,,,,,,
2020/03/28,Monaco,19,0,Local transmission,5,,,,,,
2020/03/28,Holy See,4,0,Under investigation,2,,,,,,
2020/03/28,Faroe Islands,144,0,Local transmission,0,,,,,,
2020/03/28,Kosovo,88,1,Local transmission,0,,,,,,
2020/03/28,Gibraltar,55,0,Local transmission,0,,,,,,
2020/03/28,Jersey,52,1,Local transmission,0,,,,,,
2020/03/28,Guernsey,36,0,Local transmission,0,,,,,,
2020/03/28,Isle of Man,29,0,Local transmission,0,,,,,,
2020/03/28,Greenland,9,0,Under investigation,0,,,,,,
2020/03/28,Thailand,1136,5,Local transmission,1,,,,,,
2020/03/28,Indonesia,1046,87,Local transmission,0,,,,,,
2020/03/28,India,724,17,Local transmission,1,,,,,,
2020/03/28,Sri Lanka,106,0,Local transmission,1,,,,,,
2020/03/28,Bangladesh,48,5,Local transmission,1,,,,,,
2020/03/28,Maldives,13,0,Local transmission,12,,,,,,
2020/03/28,Myanmar,5,0,Imported cases only,1,,,,,,
2020/03/28,Bhutan,3,0,Imported cases only,1,,,,,,
2020/03/28,Nepal,3,0,Imported cases only,2,,,,,,
2020/03/28,Timor-Leste,1,0,Imported cases only,7,,,,,,
2020/03/28,Iran (Islamic Republic of),32332,2378,Local transmission,0,,,,,,
2020/03/28,Pakistan,1235,9,Local transmission,0,,,,,,
2020/03/28,Saudi Arabia,1104,3,Local transmission,0,,,,,,
2020/03/28,Qatar,562,0,Local transmission,0,,,,,,
2020/03/28,Egypt,536,30,Local transmission,0,,,,,,
2020/03/28,Bahrain,473,4,Local transmission,0,,,,,,
2020/03/28,Iraq,458,40,Local transmission,0,,,,,,
2020/03/28,United Arab Emirates,405,2,Local transmission,0,,,,,,
2020/03/28,Lebanon,391,8,Local transmission,0,,,,,,
2020/03/28,Morocco,358,23,Local transmission,0,,,,,,
2020/03/28,Jordan,235,1,Local transmission,0,,,,,,
2020/03/28,Kuwait,235,0,Local transmission,0,,,,,,
2020/03/28,Tunisia,227,6,Local transmission,0,,,,,,
2020/03/28,Oman,152,0,Local transmission,0,,,,,,
2020/03/28,Afghanistan,106,2,Local transmission,0,,,,,,
2020/03/28,Djibouti,13,0,Local transmission,0,,,,,,
2020/03/28,Syrian Arab Republic,5,0,Imported cases only,2,,,,,,
2020/03/28,Somalia,3,0,Imported cases only,1,,,,,,
2020/03/28,Sudan,3,1,Imported cases only,3,,,,,,
2020/03/28,Libya,1,0,Imported cases only,3,,,,,,
2020/03/28,occupied Palestinian territory,97,1,Local transmission,0,,,,,,
2020/03/28,United States of America,85228,1243,Local transmission,0,,,,,,
2020/03/28,Canada,4018,39,Local transmission,0,,,,,,
2020/03/28,Brazil,2915,77,Local transmission,0,,,,,,
2020/03/28,Chile,1610,5,Local transmission,0,,,,,,
2020/03/28,Ecuador,1595,36,Local transmission,0,,,,,,
2020/03/28,Panama,674,9,Local transmission,0,,,,,,
2020/03/28,Argentina,589,12,Local transmission,0,,,,,,
2020/03/28,Mexico,589,8,Local transmission,0,,,,,,
2020/03/28,Dominican Republic,581,20,Local transmission,0,,,,,,
2020/03/28,Peru,580,9,Local transmission,1,,,,,,
2020/03/28,Colombia,491,6,Local transmission,0,,,,,,
2020/03/28,Uruguay,238,0,Local transmission,0,,,,,,
2020/03/28,Costa Rica,231,2,Local transmission,0,,,,,,
2020/03/28,Venezuela (Bolivarian Republic of),106,0,Local transmission,0,,,,,,
2020/03/28,Cuba,80,2,Local transmission,0,,,,,,
2020/03/28,Honduras,67,1,Local transmission,0,,,,,,
2020/03/28,Trinidad and Tobago,66,2,Local transmission,0,,,,,,
2020/03/28,Bolivia (Plurinational State of),61,0,Local transmission,0,,,,,,
2020/03/28,Paraguay,52,3,Local transmission,0,,,,,,
2020/03/28,Jamaica,26,1,Local transmission,2,,,,,,
2020/03/28,Guatemala,25,1,Local transmission,0,,,,,,
2020/03/28,Barbados,24,0,Local transmission,0,,,,,,
2020/03/28,El Salvador,13,0,Imported cases only,2,,,,,,
2020/03/28,Dominica,11,0,Local transmission,1,,,,,,
2020/03/28,Bahamas,9,0,Local transmission,0,,,,,,
2020/03/28,Haiti,8,0,Imported cases only,2,,,,,,
2020/03/28,Suriname,8,0,Imported cases only,0,,,,,,
2020/03/28,Antigua and Barbuda,7,0,Imported cases only,0,,,,,,
2020/03/28,Grenada,7,0,Local transmission,1,,,,,,
2020/03/28,Guyana,5,1,Local transmission,9,,,,,,
2020/03/28,Saint Lucia,3,0,Imported cases only,4,,,,,,
2020/03/28,Belize,2,0,Local transmission,2,,,,,,
2020/03/28,Nicaragua,2,1,Imported cases only,6,,,,,,
2020/03/28,Saint Kitts and Nevis,2,0,Imported cases only,2,,,,,,
2020/03/28,Saint Vincent and the Grenadines,1,0,Imported cases only,15,,,,,,
2020/03/28,Guadeloupe,96,2,Imported cases only,0,,,,,,
2020/03/28,Martinique,93,1,Imported cases only,0,,,,,,
2020/03/28,Puerto Rico,64,2,Imported cases only,1,,,,,,
2020/03/28,French Guiana,31,0,Local transmission,0,,,,,,
2020/03/28,Aruba,28,0,Local transmission,0,,,,,,
2020/03/28,United States Virgin Islands,17,0,Imported cases only,4,,,,,,
2020/03/28,Bermuda,15,0,Local transmission,0,,,,,,
2020/03/28,Saint Martin,12,0,Under investigation,0,,,,,,
2020/03/28,Cayman Islands,8,1,Imported cases only,2,,,,,,
2020/03/28,Curaçao,7,1,Imported cases only,1,,,,,,
2020/03/28,Montserrat,5,0,Imported cases only,0,,,,,,
2020/03/28,Saint Barthélemy,5,0,Under investigation,0,,,,,,
2020/03/28,Sint Maarten,3,0,Imported cases only,0,,,,,,
2020/03/28,Anguilla,2,0,Local transmission,1,,,,,,
2020/03/28,British Virgin Islands,2,0,Imported cases only,1,,,,,,
2020/03/28,Turks and Caicos Islands,2,0,Imported cases only,1,,,,,,
2020/03/28,South Africa,1170,2,Local transmission,0,,,,,,
2020/03/28,Algeria,367,25,Local transmission,0,,,,,,
2020/03/28,Burkina Faso,146,3,Local transmission,2,,,,,,
2020/03/28,Ghana,137,4,Local transmission,0,,,,,,
2020/03/28,Senegal,119,0,Local transmission,0,,,,,,
2020/03/28,Mauritius,96,2,Imported cases only,0,,,,,,
2020/03/28,Cote d’Ivoire,92,0,Imported cases only,0,,,,,,
2020/03/28,Cameroon,75,1,Local transmission,1,,,,,,
2020/03/28,Nigeria,65,1,Local transmission,1,,,,,,
2020/03/28,Democratic Republic of the Congo,58,4,Local transmission,0,,,,,,
2020/03/28,Rwanda,54,0,Local transmission,0,,,,,,
2020/03/28,Madagascar,26,0,Imported cases only,0,,,,,,
2020/03/28,Kenya,25,1,Local transmission,3,,,,,,
2020/03/28,Togo,25,0,Imported cases only,0,,,,,,
2020/03/28,Congo,19,0,Imported cases only,0,,,,,,
2020/03/28,Ethiopia,16,0,Imported cases only,0,,,,,,
2020/03/28,Uganda,14,0,Imported cases only,2,,,,,,
2020/03/28,United Republic of Tanzania,13,0,Imported cases only,2,,,,,,
2020/03/28,Zambia,13,0,Local transmission,0,,,,,,
2020/03/28,Niger,10,1,Local transmission,1,,,,,,
2020/03/28,Eswatini,9,0,Imported cases only,0,,,,,,
2020/03/28,Mali,9,0,Local transmission,0,,,,,,
2020/03/28,Guinea,8,0,Imported cases only,0,,,,,,
2020/03/28,Namibia,8,0,Imported cases only,1,,,,,,
2020/03/28,Gabon,7,1,Imported cases only,0,,,,,,
2020/03/28,Mozambique,7,0,Local transmission,0,,,,,,
2020/03/28,Seychelles,7,0,Imported cases only,6,,,,,,
2020/03/28,Benin,6,0,Imported cases only,1,,,,,,
2020/03/28,Central African Republic,6,0,Imported cases only,0,,,,,,
2020/03/28,Equatorial Guinea,6,0,Imported cases only,6,,,,,,
2020/03/28,Eritrea,6,0,Imported cases only,1,,,,,,
2020/03/28,Cabo Verde,5,1,Imported cases only,0,,,,,,
2020/03/28,Chad,5,0,Imported cases only,1,,,,,,
2020/03/28,Zimbabwe,5,1,Local transmission,0,,,,,,
2020/03/28,Liberia,3,0,Local transmission,6,,,,,,
2020/03/28,Mauritania,3,0,Imported cases only,1,,,,,,
2020/03/28,Angola,2,0,Imported cases only,6,,,,,,
2020/03/28,Gambia,2,1,Imported cases only,3,,,,,,
2020/03/28,Guinea-Bissau,2,0,Imported cases only,2,,,,,,
2020/03/28,Réunion,135,0,Local transmission,1,,,,,,
2020/03/28,Mayotte,50,0,Local transmission,1,,,,,,
2020/03/28,International conveyance (Diamond Princess),712,7,Local transmission,12,,,,,,
2020/03/29,Republic of Korea,9583,152,Local transmission,0,,,,,,
2020/03/29,Australia,3966,16,Local transmission,0,,,,,,
2020/03/29,Malaysia,2320,27,Local transmission,0,,,,,,
2020/03/29,Japan,1693,52,Local transmission,0,,,,,,
2020/03/29,Philippines,1075,68,Local transmission,0,,,,,,
2020/03/29,Singapore,802,2,Local transmission,0,,,,,,
2020/03/29,New Zealand,476,1,Local transmission,0,,,,,,
2020/03/29,Viet Nam,179,0,Local transmission,0,,,,,,
2020/03/29,Brunei Darussalam,120,1,Local transmission,0,,,,,,
2020/03/29,Cambodia,102,0,Local transmission,1,,,,,,
2020/03/29,Mongolia,12,0,Imported cases only,1,,,,,,
2020/03/29,Lao People's Democratic Republic,6,0,Local transmission,2,,,,,,
2020/03/29,Fiji,5,0,Local transmission,3,,,,,,
2020/03/29,Papua New Guinea,1,0,Imported cases only,8,,,,,,
2020/03/29,Guam,56,1,Local transmission,0,,,,,,
2020/03/29,French Polynesia,34,0,Local transmission,0,,,,,,
2020/03/29,New Caledonia,15,0,Local transmission,1,,,,,,
2020/03/29,Northern Mariana Islands (Commonwealth of the),2,0,Under investigation,0,,,,,,
2020/03/29,Italy,92472,10023,Local transmission,0,,,,,,
2020/03/29,Spain,72248,5690,Local transmission,0,,,,,,
2020/03/29,Germany,52547,389,Local transmission,0,,,,,,
2020/03/29,France,37145,2311,Local transmission,0,,,,,,
2020/03/29,The United Kingdom,17093,1019,Local transmission,0,,,,,,
2020/03/29,Switzerland,13152,235,Local transmission,0,,,,,,
2020/03/29,Netherlands,9762,639,Local transmission,0,,,,,,
2020/03/29,Belgium,9134,353,Local transmission,0,,,,,,
2020/03/29,Austria,8291,68,Local transmission,0,,,,,,
2020/03/29,Turkey,7402,108,Local transmission,0,,,,,,
2020/03/29,Portugal,5170,100,Local transmission,0,,,,,,
2020/03/29,Israel,3865,15,Local transmission,0,,,,,,
2020/03/29,Norway,3845,20,Local transmission,0,,,,,,
2020/03/29,Sweden,3447,102,Local transmission,0,,,,,,
2020/03/29,Czechia,2663,11,Local transmission,0,,,,,,
2020/03/29,Ireland,2415,36,Local transmission,0,,,,,,
2020/03/29,Denmark,2201,65,Local transmission,0,,,,,,
2020/03/29,Luxembourg,1831,18,Local transmission,0,,,,,,
2020/03/29,Poland,1638,18,Local transmission,0,,,,,,
2020/03/29,Russian Federation,1534,8,Local transmission,0,,,,,,
2020/03/29,Romania,1452,29,Local transmission,0,,,,,,
2020/03/29,Finland,1218,9,Local transmission,0,,,,,,
2020/03/29,Greece,1061,32,Local transmission,0,,,,,,
2020/03/29,Iceland,963,2,Local transmission,0,,,,,,
2020/03/29,Slovenia,691,9,Local transmission,0,,,,,,
2020/03/29,Serbia,659,10,Local transmission,0,,,,,,
2020/03/29,Croatia,657,5,Local transmission,0,,,,,,
2020/03/29,Estonia,640,1,Local transmission,0,,,,,,
2020/03/29,Armenia,424,3,Local transmission,0,,,,,,
2020/03/29,Ukraine,418,9,Local transmission,0,,,,,,
2020/03/29,Hungary,408,13,Local transmission,0,,,,,,
2020/03/29,Lithuania,394,7,Local transmission,0,,,,,,
2020/03/29,Bulgaria,331,7,Local transmission,0,,,,,,
2020/03/29,Andorra,321,4,Local transmission,0,,,,,,
2020/03/29,Latvia,305,0,Local transmission,0,,,,,,
2020/03/29,Slovakia,295,0,Local transmission,1,,,,,,
2020/03/29,Bosnia and Herzegovina,269,6,Local transmission,0,,,,,,
2020/03/29,Kazakhstan,265,1,Under investigation,0,,,,,,
2020/03/29,North Macedonia,241,4,Local transmission,0,,,,,,
2020/03/29,Republic of Moldova,231,2,Local transmission,0,,,,,,
2020/03/29,San Marino,228,22,Local transmission,1,,,,,,
2020/03/29,Albania,212,10,Local transmission,0,,,,,,
2020/03/29,Cyprus,179,5,Local transmission,0,,,,,,
2020/03/29,Azerbaijan,164,4,Local transmission,0,,,,,,
2020/03/29,Malta,139,0,Local transmission,1,,,,,,
2020/03/29,Uzbekistan,133,2,Local transmission,0,,,,,,
2020/03/29,Belarus,94,0,Local transmission,1,,,,,,
2020/03/29,Georgia,90,0,Local transmission,0,,,,,,
2020/03/29,Kyrgyzstan,84,0,Local transmission,0,,,,,,
2020/03/29,Montenegro,82,1,Local transmission,0,,,,,,
2020/03/29,Liechtenstein,61,0,Under investigation,0,,,,,,
2020/03/29,Monaco,19,0,Local transmission,6,,,,,,
2020/03/29,Holy See,4,0,Under investigation,3,,,,,,
2020/03/29,Faroe Islands,155,0,Local transmission,0,,,,,,
2020/03/29,Kosovo,91,1,Local transmission,0,,,,,,
2020/03/29,Jersey,61,1,Local transmission,0,,,,,,
2020/03/29,Gibraltar,56,0,Local transmission,0,,,,,,
2020/03/29,Guernsey,39,0,Local transmission,0,,,,,,
2020/03/29,Isle of Man,32,0,Local transmission,0,,,,,,
2020/03/29,Greenland,10,0,Under investigation,0,,,,,,
2020/03/29,Thailand,1388,7,Local transmission,0,,,,,,
2020/03/29,Indonesia,1155,102,Local transmission,0,,,,,,
2020/03/29,India,979,25,Local transmission,0,,,,,,
2020/03/29,Sri Lanka,106,0,Local transmission,2,,,,,,
2020/03/29,Bangladesh,48,5,Local transmission,2,,,,,,
2020/03/29,Maldives,16,0,Local transmission,0,,,,,,
2020/03/29,Myanmar,8,0,Local transmission,0,,,,,,
2020/03/29,Nepal,5,0,Imported cases only,0,,,,,,
2020/03/29,Bhutan,3,0,Imported cases only,2,,,,,,
2020/03/29,Timor-Leste,1,0,Under investigation,8,,,,,,
2020/03/29,Iran (Islamic Republic of),35408,2517,Local transmission,0,,,,,,
2020/03/29,Pakistan,1526,13,Local transmission,0,,,,,,
2020/03/29,Saudi Arabia,1203,4,Local transmission,0,,,,,,
2020/03/29,Qatar,590,1,Local transmission,0,,,,,,
2020/03/29,Egypt,576,36,Local transmission,0,,,,,,
2020/03/29,Iraq,506,42,Local transmission,0,,,,,,
2020/03/29,Bahrain,476,4,Local transmission,0,,,,,,
2020/03/29,United Arab Emirates,468,2,Local transmission,0,,,,,,
2020/03/29,Morocco,437,26,Local transmission,0,,,,,,
2020/03/29,Lebanon,412,8,Local transmission,0,,,,,,
2020/03/29,Tunisia,278,8,Local transmission,0,,,,,,
2020/03/29,Jordan,246,1,Local transmission,0,,,,,,
2020/03/29,Kuwait,235,0,Local transmission,1,,,,,,
2020/03/29,Oman,167,0,Local transmission,0,,,,,,
2020/03/29,Afghanistan,114,4,Local transmission,0,,,,,,
2020/03/29,Djibouti,15,0,Local transmission,0,,,,,,
2020/03/29,Sudan,5,1,Under investigation,0,,,,,,
2020/03/29,Syrian Arab Republic,5,0,Imported cases only,3,,,,,,
2020/03/29,Libya,3,0,Imported cases only,0,,,,,,
2020/03/29,Somalia,3,0,Imported cases only,2,,,,,,
2020/03/29,occupied Palestinian territory,104,1,Local transmission,0,,,,,,
2020/03/29,United States of America,103321,1668,Local transmission,0,,,,,,
2020/03/29,Canada,4757,55,Local transmission,0,,,,,,
2020/03/29,Brazil,3417,92,Local transmission,0,,,,,,
2020/03/29,Chile,1909,6,Local transmission,0,,,,,,
2020/03/29,Ecuador,1823,48,Local transmission,0,,,,,,
2020/03/29,Panama,786,14,Local transmission,0,,,,,,
2020/03/29,Mexico,717,12,Local transmission,0,,,,,,
2020/03/29,Argentina,690,17,Local transmission,0,,,,,,
2020/03/29,Peru,635,11,Local transmission,0,,,,,,
2020/03/29,Dominican Republic,581,20,Local transmission,1,,,,,,
2020/03/29,Colombia,539,6,Local transmission,0,,,,,,
2020/03/29,Uruguay,274,0,Local transmission,0,,,,,,
2020/03/29,Costa Rica,263,2,Local transmission,0,,,,,,
2020/03/29,Cuba,119,3,Local transmission,0,,,,,,
2020/03/29,Venezuela (Bolivarian Republic of),113,2,Local transmission,0,,,,,,
