ADM0_NAME,DateOfDataEntry,cum_conf,NewCase,Short_Name_ZH
VIET NAM,1581811200000,16,0,越南
VIET NAM,1581897600000,16,0,越南
VIET NAM,1581984000000,16,0,越南
VIET NAM,1582070400000,16,0,越南
VIET NAM,1582156800000,16,0,越南
VIET NAM,1582243200000,16,0,越南
VIET NAM,1582329600000,16,0,越南
VIET NAM,1582416000000,16,0,越南
VIET NAM,1582502400000,16,0,越南
VIET NAM,1582588800000,16,0,越南
VIET NAM,1582675200000,16,0,越南
VIET NAM,1582761600000,16,0,越南
VIET NAM,1582848000000,16,0,越南
VIET NAM,1582934400000,16,0,越南
VIET NAM,1583020800000,16,0,越南
VIET NAM,1583107200000,16,0,越南
VIET NAM,1583193600000,16,0,越南
VIET NAM,1583280000000,16,0,越南
